txn_id,timestamp,user_id,user_id_valid_fk,merchant_id,merchant_id_valid_fk,amount,amount_was_negative,amount_missing,utr,utr_valid,utr_missing,mcc,status
TXN00009083,2026-02-08 03:54:42,USR76590,True,MCH1455,False,8276.52,False,False,UTR2215892761,True,False,5912,PENDING
TXN00011836,2026-01-23 00:00:00,USR94641,True,MCH3132,False,2510.62,False,False,UTR0384219231,True,False,4131,PENDING
TXN00003487,2026-03-30 22:44:18,USR64869,False,MCH1589,False,8879.57,False,False,UTR7845351950,True,False,5912,SUCCESS
TXN00010340,2026-03-29 20:00:57,USR87087,False,MCH8343,False,21471.76,False,False,UTR5206827220,True,False,,SUCCESS
TXN00017606,2026-03-18 20:37:35,USR69731,False,MCH4529,True,9796.0,False,False,UTR0814351640,True,False,5411,SUCCESS
TXN00010697,2026-02-21 13:08:02,USR48560,True,MCH3781,False,24196.82,False,False,UTR4628436710,True,False,5812,PENDING
TXN00000869,2026-03-09 09:01:12,USR80091,True,MCH1730,True,21546.02,False,False,UTR1382752583,True,False,5912,FAILED
TXN00018634,2026-02-05 16:49:23,USR20256,False,MCH5798,True,17852.93,False,False,UTR3115129773,True,False,7011,PENDING
TXN00003869,2026-03-04 07:15:23,USR63097,True,MCH2511,False,16457.41,False,False,UTR7081796757,True,False,7011,SUCCESS
TXN00007243,2026-02-05 20:50:46,USR90636,True,MCH6646,False,3002.8,False,False,UTR4227408753,True,False,5812,SUCCESS
TXN00015779,2026-01-09 05:28:02,USR37017,True,MCH4560,True,839.58,False,False,UTR3908002665,True,False,5812,SUCCESS
TXN00010354,2026-01-12 02:03:28,USR12608,False,MCH8472,True,20529.55,False,False,UTR2653409606,True,False,5912,PENDING
TXN00000379,2026-03-24 09:36:15,USR69017,False,MCH8599,False,20363.57,False,False,UTR6187294634,True,False,7011,SUCCESS
TXN00011949,2026-02-12 14:35:05,USR88854,False,MCH7955,True,13733.4,False,False,UTR0918478496,True,False,5411,PENDING
TXN00015500,2026-03-03 11:16:34,USR49332,False,MCH4713,True,21407.54,False,False,UTR4556998687,True,False,4131,SUCCESS
TXN00003525,2026-03-31 01:20:06,USR25184,True,MCH3450,False,4195.6,False,False,UTR3328809960,True,False,5812,SUCCESS
TXN00007565,2026-03-21 22:19:27,USR99491,False,MCH4906,True,12512.63,False,False,,False,True,5912,SUCCESS
TXN00010516,2026-01-12 06:27:04,USR85333,False,MCH9745,True,12358.2,False,False,UTR5291553124,True,False,5411,SUCCESS
TXN00019684,2026-01-09 03:28:30,USR17182,False,MCH1504,False,23082.0,False,False,UTR6471367361,True,False,5812,PENDING
TXN00004358,2026-01-05 08:07:08,USR40818,True,MCH1599,True,15645.01,False,False,UTR5740487989,True,False,5912,SUCCESS
TXN00011422,2026-02-08 21:31:20,USR56674,True,MCH8283,True,6510.3,False,False,UTR5609610849,True,False,7011,PENDING
TXN00000738,2026-02-01 06:53:42,USR95148,True,MCH8383,False,20416.82,False,False,UTR6236684501,True,False,5411,SUCCESS
TXN00004482,2026-03-23 17:58:03,USR72195,True,MCH8725,True,11798.78,False,False,UTR2905960866,True,False,5812,SUCCESS
TXN00004908,2026-01-27 22:32:48,USR49740,False,MCH1689,False,5152.8,False,False,UTR6433872271,True,False,5912,PENDING
TXN00008278,2026-01-16 07:27:50,USR96106,False,MCH6593,True,10566.92,False,False,UTR1552498276,True,False,,SUCCESS
TXN00012596,2026-01-10 23:13:24,USR35146,False,MCH8689,False,796.12,False,False,UTR7227578421,True,False,5812,PENDING
TXN00008891,2026-02-26 09:53:58,USR15357,True,MCH3987,True,6818.95,False,False,UTR6539381133,True,False,7011,SUCCESS
TXN00007793,2026-02-16 10:33:59,USR67460,True,MCH5425,True,10727.9,False,False,UTR8564012706,True,False,5411,SUCCESS
TXN00016673,2026-01-01 19:45:24,USR64821,True,MCH1795,False,24978.75,False,False,UTR6404794458,True,False,5912,SUCCESS
TXN00015528,2026-03-08 09:47:13,USR56758,False,MCH1595,False,17748.58,False,False,UTR1648534460,True,False,5411,SUCCESS
TXN00012492,2026-03-02 13:35:00,USR97107,False,MCH7997,True,5185.05,False,False,UTR8724760956,True,False,,PENDING
TXN00013842,2026-03-30 09:57:57,USR34185,False,MCH6966,True,12807.48,True,False,UTR4926025734,True,False,5411,SUCCESS
TXN00005102,2026-01-01 22:21:27,USR58056,False,MCH1734,False,14444.55,False,False,UTR2342979125,True,False,5812,FAILED
TXN00000034,2026-02-13 14:43:58,USR33187,True,MCH4613,True,23722.65,False,False,UTR1566350873,True,False,5912,SUCCESS
TXN00014755,2026-01-24 23:03:59,USR62892,True,MCH5275,False,11001.12,False,False,UTR3191523552,True,False,5812,PENDING
TXN00018593,2026-02-11 21:30:14,USR83482,False,MCH5091,True,9153.13,False,False,UTR9064122450,True,False,,SUCCESS
TXN00015814,2026-02-12 03:12:01,USR63286,False,MCH6930,True,17886.68,True,False,UTR9679725904,True,False,4131,FAILED
TXN00008234,2026-03-12 16:54:55,USR71604,False,MCH5357,False,14764.75,False,False,UTR8314743519,True,False,5411,PENDING
TXN00010899,2026-01-26 06:47:33,USR80033,False,MCH3828,False,3205.0,False,False,UTR9421353076,True,False,5411,SUCCESS
TXN00013346,2026-03-23 12:08:53,USR72515,False,MCH6100,True,10912.87,False,False,UTR9601097467,True,False,7011,PENDING
TXN00011985,2026-02-28 11:01:54,USR66280,False,MCH3194,False,9799.28,False,False,UTR3649401645,True,False,4131,SUCCESS
TXN00010885,2026-03-10 18:01:06,USR86097,False,MCH6902,False,12846.18,False,False,UTR4895949922,True,False,7011,SUCCESS
TXN00003397,2026-02-28 12:35:10,USR42163,False,MCH2017,False,20637.14,False,False,UTR8964770077,True,False,5411,SUCCESS
TXN00001531,2026-01-04 14:15:43,USR39656,False,MCH7710,False,7789.58,False,False,UTR8899398217,True,False,4131,SUCCESS
TXN00000626,2026-03-31 00:00:00,USR74858,False,MCH4073,True,9229.15,False,False,UTR7278086713,True,False,5812,SUCCESS
TXN00013789,2026-03-02 13:50:20,USR67621,False,MCH3244,True,18542.8,False,False,UTR0971417369,True,False,5411,SUCCESS
TXN00013778,2026-03-30 09:43:08,USR27427,True,MCH3286,False,14223.54,False,False,UTR3726026581,True,False,5812,SUCCESS
TXN00011818,2026-01-31 11:27:04,USR46350,False,MCH5676,True,5547.62,False,False,UTR0965173755,True,False,5411,PENDING
TXN00018856,2026-01-27 02:13:36,USR63807,False,MCH4445,False,19570.54,False,False,UTR2680329488,True,False,5411,SUCCESS
TXN00004784,2026-03-07 17:50:37,USR78547,False,MCH2040,True,7291.11,False,False,UTR4167023326,True,False,5912,PENDING
TXN00011761,2026-03-22 00:00:00,USR62862,True,MCH4020,False,17359.93,False,False,UTR7535088010,True,False,5812,FAILED
TXN00003365,2026-01-09 16:27:30,USR93259,False,MCH1053,True,23477.32,False,False,UTR4419873977,True,False,4131,SUCCESS
TXN00003421,2026-03-11 00:00:00,USR76361,False,MCH2104,True,19111.19,False,False,UTR6086314018,True,False,5411,SUCCESS
TXN00018785,2026-02-03 18:26:35,USR24970,True,MCH9445,False,22157.67,False,False,UTR2857832482,True,False,4131,SUCCESS
TXN00000822,2026-03-15 07:51:36,USR75679,True,MCH9076,False,125.75,False,False,UTR7816666334,True,False,5411,PENDING
TXN00017478,2026-03-20 09:26:24,USR28377,False,MCH9231,True,22238.35,False,False,UTR5164941532,True,False,5912,SUCCESS
TXN00011006,2026-02-06 04:45:34,USR40664,False,MCH5290,False,23716.92,False,False,UTR7995123939,True,False,5411,SUCCESS
TXN00007128,2026-01-31 09:50:36,USR43071,False,MCH2770,True,6960.81,False,False,UTR6151787476,True,False,5411,SUCCESS
TXN00006192,2026-03-21 23:41:42,USR68665,True,MCH1400,True,16073.74,False,False,UTR2127763262,True,False,5411,PENDING
TXN00008904,2026-01-14 03:09:40,USR60737,False,MCH5351,False,18888.38,False,False,UTR2546249673,True,False,5912,SUCCESS
TXN00013881,2026-03-09 09:57:42,USR34548,False,MCH5262,False,12145.35,False,False,UTR4479537742,True,False,4131,SUCCESS
TXN00002922,2026-03-17 18:08:39,USR68547,True,MCH2016,True,17818.41,False,False,UTR9023657847,True,False,5912,PENDING
TXN00018275,2026-01-28 12:25:17,USR76999,True,MCH1704,True,17129.28,False,False,UTR2975057683,True,False,5411,SUCCESS
TXN00013168,2026-03-26 01:49:05,USR22274,True,MCH8375,False,4723.09,False,False,UTR1052307795,True,False,5812,FAILED
TXN00006604,2026-02-27 00:00:00,USR96203,True,MCH4626,True,20179.6,False,False,UTR6880220555,True,False,5411,SUCCESS
TXN00014073,2026-01-21 09:02:39,USR10011,False,MCH6493,True,8691.46,False,False,UTR8405170927,True,False,7011,SUCCESS
TXN00009370,2026-02-02 12:51:43,USR84196,False,MCH2973,True,14538.35,False,False,UTR0763274197,True,False,,SUCCESS
TXN00004823,2026-03-04 14:04:29,USR85578,False,MCH1727,True,9432.58,False,False,UTR1717188416,True,False,7011,SUCCESS
TXN00005997,2026-03-05 16:52:10,USR68653,False,MCH3154,True,12585.48,False,False,UTR6081951325,True,False,5812,PENDING
TXN00019960,2026-03-08 13:01:20,USR92221,True,MCH2078,True,12558.18,False,False,UTR3043830263,True,False,5912,SUCCESS
TXN00015497,2026-03-03 03:00:00,USR39723,True,MCH8057,True,10195.88,False,False,UTR5850568133,True,False,5411,SUCCESS
TXN00019390,2026-02-24 03:37:18,USR47686,True,MCH7731,True,11241.43,False,False,UTR1759400787,True,False,5411,SUCCESS
TXN00014042,2026-03-15 01:10:49,USR39590,False,MCH9822,True,3828.62,False,False,UTR5507405467,True,False,5411,SUCCESS
TXN00004639,2026-01-08 07:57:56,USR36098,False,MCH9037,True,18798.11,False,False,UTR9243872419,True,False,4131,SUCCESS
TXN00017311,2026-01-18 08:20:51,USR35832,True,MCH5015,True,14605.13,False,False,UTR6449030389,True,False,4131,FAILED
TXN00012016,2026-03-11 06:43:28,USR29516,True,MCH9703,False,15611.02,False,False,UTR5277177663,True,False,7011,PENDING
TXN00010995,2026-01-06 10:36:01,USR24701,False,MCH7792,False,21761.57,False,False,UTR6844274704,True,False,,FAILED
TXN00012765,2026-03-17 22:33:22,USR17798,False,MCH7964,False,19044.0,False,False,UTR0496280334,True,False,7011,PENDING
TXN00015719,2026-02-18 02:37:01,USR85060,False,MCH3414,True,9048.65,False,False,UTR2166782207,True,False,,PENDING
TXN00010053,2026-01-27 11:10:55,USR90503,False,MCH7068,False,22595.0,False,False,UTR1333033332,True,False,5812,PENDING
TXN00018215,2026-02-07 00:00:00,USR98722,False,MCH1790,False,17218.1,False,False,UTR1787122706,True,False,7011,SUCCESS
TXN00019269,2026-03-15 06:57:44,USR46014,True,MCH8188,True,16390.09,False,False,,False,True,4131,SUCCESS
TXN00017412,2026-03-29 04:14:46,USR18720,False,MCH7782,False,8733.93,True,False,UTR1576637438,True,False,5912,SUCCESS
TXN00014285,2026-03-27 23:27:43,USR93961,False,MCH7509,True,11241.99,False,False,UTR5200007813,True,False,5812,SUCCESS
TXN00009966,2026-03-05 23:56:38,USR48797,False,MCH2347,True,14140.75,False,False,UTR0861512265,True,False,5912,SUCCESS
TXN00000865,2026-01-14 10:26:05,USR76508,True,MCH4820,False,10025.07,False,False,UTR9044797372,True,False,5912,SUCCESS
TXN00001056,2026-03-22 11:01:40,USR38177,True,MCH7951,True,8774.29,False,False,UTR9236962006,True,False,,SUCCESS
TXN00017333,2026-02-28 20:20:25,USR70632,False,MCH2057,False,4258.21,False,False,UTR3534733424,True,False,,SUCCESS
TXN00018185,2026-03-04 02:32:05,USR28643,False,MCH3594,True,7159.0,False,False,UTR7052685122,True,False,,SUCCESS
TXN00018381,2026-03-13 03:11:28,USR95612,False,MCH9617,True,1469.32,False,False,UTR8861162157,True,False,,SUCCESS
TXN00003185,2026-03-12 10:07:40,USR18294,False,MCH7284,False,12879.99,False,False,UTR0402193177,True,False,7011,SUCCESS
TXN00009141,2026-03-16 16:15:54,USR94622,True,MCH6061,True,10128.72,False,False,UTR8291681402,True,False,,FAILED
TXN00007048,2026-02-25 14:31:51,USR70548,True,MCH3186,False,518.0,False,False,UTR0602025204,True,False,5912,SUCCESS
TXN00008554,2026-03-31 21:33:20,USR41933,False,MCH7950,True,10335.73,False,False,UTR6305446339,True,False,4131,SUCCESS
TXN00007438,2026-03-07 21:09:28,USR42543,False,MCH9912,True,5696.07,False,False,UTR3501838284,True,False,,SUCCESS
TXN00006433,2026-03-05 14:11:56,USR66118,True,MCH9280,False,22042.07,False,False,UTR8523104833,True,False,5411,SUCCESS
TXN00001685,2026-03-14 08:22:37,USR61608,False,MCH8190,False,3321.79,False,False,UTR4450140730,True,False,7011,SUCCESS
TXN00011799,2026-01-03 19:54:19,USR60882,False,MCH1007,True,3323.23,False,False,UTR9480250074,True,False,7011,SUCCESS
TXN00013862,2026-01-17 15:17:50,USR87333,False,MCH3091,False,7434.96,False,False,,False,True,5411,SUCCESS
TXN00009804,2026-03-07 01:22:01,USR89886,False,MCH7869,False,16898.53,False,False,UTR9428785271,True,False,4131,SUCCESS
TXN00018503,2026-01-22 18:00:26,USR29162,True,MCH4293,False,18335.53,False,False,UTR1246045189,True,False,5812,PENDING
TXN00010152,2026-01-07 01:22:23,USR96236,False,MCH6597,False,6013.28,False,False,UTR0640299185,True,False,5812,SUCCESS
TXN00005613,2026-03-23 13:00:10,USR78070,True,MCH7656,False,20533.27,False,False,UTR4572945442,True,False,,SUCCESS
TXN00007922,2026-02-22 06:39:07,USR14774,True,MCH3157,False,17804.68,False,False,UTR9773382522,True,False,7011,PENDING
TXN00000389,2026-01-06 16:37:49,USR79692,False,MCH8452,False,18768.0,False,False,UTR9578009412,True,False,5411,FAILED
TXN00010315,2026-01-15 11:05:13,USR19843,False,MCH7785,False,17734.71,False,False,UTR2109361369,True,False,5411,PENDING
TXN00015812,2026-02-04 08:16:07,USR69525,False,MCH9506,True,1344.88,False,False,,False,True,7011,SUCCESS
TXN00019956,2026-02-17 14:00:02,USR74523,False,MCH3077,True,24912.26,False,False,UTR6766326718,True,False,,PENDING
TXN00017639,2026-02-01 06:06:28,USR37219,False,MCH2622,False,12217.96,False,False,UTR2792646999,True,False,7011,SUCCESS
TXN00009576,2026-03-07 03:14:27,USR73738,False,MCH8866,False,8438.0,False,False,UTR9130290064,True,False,5812,SUCCESS
TXN00012084,2026-02-12 05:59:36,USR17031,True,MCH7570,False,5283.85,False,False,UTR5785665758,True,False,5912,SUCCESS
TXN00001820,2026-02-07 17:36:37,USR67534,False,MCH8067,False,9554.67,False,False,UTR4383173636,True,False,4131,FAILED
TXN00019642,2026-03-30 03:00:52,USR60252,False,MCH5617,False,22313.86,False,False,UTR3654691894,True,False,5411,SUCCESS
TXN00009123,2026-01-16 00:00:00,USR25249,False,MCH1297,True,16439.53,False,False,UTR5361667875,True,False,5912,SUCCESS
TXN00007596,2026-01-20 14:00:42,USR49470,False,MCH1903,False,24755.66,False,False,UTR4367024611,True,False,,SUCCESS
TXN00011180,2026-02-05 04:44:20,USR27777,False,MCH8727,True,779.0,False,False,UTR2042391999,True,False,5411,SUCCESS
TXN00014447,2026-03-21 04:32:32,USR51274,False,MCH2058,False,22352.42,False,False,UTR3187229453,True,False,5812,PENDING
TXN00013026,2026-03-28 06:22:36,USR66547,False,MCH8021,False,97.74,False,False,UTR2704012214,True,False,5812,SUCCESS
TXN00018761,2026-01-28 02:19:57,USR18442,False,MCH6441,True,449.89,False,False,UTR8390866002,True,False,5812,SUCCESS
TXN00003217,2026-03-10 00:19:55,USR15783,False,MCH9133,True,4140.46,False,False,UTR9783653161,True,False,7011,SUCCESS
TXN00010241,2026-03-04 19:47:33,USR30582,False,MCH8707,False,13657.01,False,False,UTR9016553003,True,False,5912,PENDING
TXN00009878,2026-02-20 04:34:47,USR34683,False,MCH9126,True,9312.41,False,False,UTR1266816713,True,False,5411,SUCCESS
TXN00004281,2026-02-22 03:04:53,USR20863,False,MCH2688,False,4074.89,False,False,UTR2794737399,True,False,5411,SUCCESS
TXN00019251,2026-03-27 23:00:47,USR15872,False,MCH9057,True,20024.16,False,False,UTR9179793896,True,False,5411,SUCCESS
TXN00012474,2026-01-18 10:23:12,USR67873,False,MCH9171,False,8264.47,False,False,UTR8913011997,True,False,5812,SUCCESS
TXN00011573,2026-03-16 10:00:22,USR75008,True,MCH2533,True,2185.0,False,False,UTR0586348659,True,False,5812,PENDING
TXN00002596,2026-01-28 23:19:31,USR24879,True,MCH4621,True,19385.9,False,False,UTR7099722024,True,False,,SUCCESS
TXN00007988,2026-03-14 05:21:18,USR60624,True,MCH9268,False,11337.01,False,False,UTR4093369675,True,False,5912,SUCCESS
TXN00013123,2026-02-24 22:19:32,USR87859,True,MCH8192,True,1669.75,False,False,UTR3667703534,True,False,5812,PENDING
TXN00012538,2026-03-20 02:56:55,USR59446,False,MCH3966,True,18031.18,False,False,UTR9123340374,True,False,5411,SUCCESS
TXN00007184,2026-01-21 15:46:05,USR38348,False,MCH1202,True,19282.91,False,False,UTR9647085143,True,False,,SUCCESS
TXN00015721,2026-01-17 13:15:23,USR49412,True,MCH5699,False,10050.0,False,False,UTR7362312676,True,False,5812,SUCCESS
TXN00014778,2026-02-26 03:38:02,USR46411,True,MCH2239,False,432.16,False,False,UTR1659224446,True,False,4131,SUCCESS
TXN00000995,2026-03-16 11:00:07,USR89891,False,MCH5132,False,9030.74,False,False,UTR6509794566,True,False,7011,SUCCESS
TXN00001385,2026-02-08 21:07:16,USR52320,False,MCH1910,False,16421.85,False,False,UTR7168825952,True,False,,SUCCESS
TXN00002511,2026-01-20 09:19:45,USR33230,False,MCH5140,False,1571.0,False,False,UTR2944508338,True,False,5912,SUCCESS
TXN00015625,2026-02-15 12:04:13,USR19485,True,MCH9086,False,11586.11,False,False,UTR3450599799,True,False,,SUCCESS
TXN00008093,2026-01-01 21:16:49,USR89551,True,MCH3831,False,14651.0,False,False,UTR6411899844,True,False,7011,FAILED
TXN00006016,2026-02-01 00:41:19,USR66512,False,MCH3030,True,18839.36,False,False,UTR2043675016,True,False,5411,SUCCESS
TXN00009772,2026-01-28 09:35:42,USR18400,True,MCH1997,False,8476.64,False,False,UTR5492642218,True,False,5411,SUCCESS
TXN00019749,2026-01-17 03:16:01,USR77386,False,MCH8117,False,24275.0,False,False,UTR0009308471,True,False,7011,SUCCESS
TXN00010065,2026-03-07 13:32:32,USR29798,False,MCH1152,True,3711.87,False,False,UTR9987522103,True,False,,SUCCESS
TXN00018394,2026-01-07 05:59:33,USR29277,False,MCH6499,False,11449.16,False,False,UTR9719967758,True,False,5411,PENDING
TXN00017462,2026-03-29 06:13:30,USR71853,False,MCH3568,True,5757.44,False,False,UTR1745582589,True,False,,SUCCESS
TXN00019010,2026-03-12 12:18:28,USR22182,False,MCH2735,False,3580.77,False,False,UTR1205233734,True,False,5912,SUCCESS
TXN00000010,2026-01-10 00:00:00,USR72748,False,MCH5922,False,17704.73,False,False,UTR8575386415,True,False,,SUCCESS
TXN00003922,2026-02-21 16:08:41,USR82459,True,MCH1990,True,10011.3,False,False,UTR9517015639,True,False,7011,SUCCESS
TXN00005458,2026-03-05 00:41:58,USR54555,False,MCH2447,True,9779.03,False,False,UTR4985418108,True,False,5411,FAILED
TXN00010400,2026-01-04 22:50:07,USR79990,False,MCH3146,True,12300.36,False,False,UTR7248280061,True,False,5411,FAILED
TXN00017502,2026-01-13 01:09:24,USR74075,False,MCH9543,True,6857.88,False,False,UTR4914817627,True,False,5912,SUCCESS
TXN00008317,2026-01-04 20:00:53,USR71384,True,MCH8228,False,21674.86,False,False,UTR6703479727,True,False,7011,SUCCESS
TXN00010932,2026-03-10 11:49:14,USR82725,True,MCH1269,True,9294.27,False,False,UTR7281585850,True,False,,PENDING
TXN00017075,2026-01-28 12:00:59,USR77018,False,MCH8345,True,14260.5,False,False,UTR9474323272,True,False,7011,PENDING
TXN00003149,2026-01-15 11:03:24,USR38220,False,MCH8683,False,19686.8,False,False,UTR7588975404,True,False,5411,PENDING
TXN00000522,2026-03-08 17:59:03,USR39468,True,MCH9012,True,9528.46,False,False,UTR9180179327,True,False,5912,SUCCESS
TXN00005239,2026-01-20 05:41:00,USR34958,False,MCH5088,False,969.64,False,False,UTR4232714651,True,False,5812,SUCCESS
TXN00007129,2026-01-24 21:37:46,USR14895,True,MCH8376,False,8119.42,False,False,UTR4852562994,True,False,5411,FAILED
TXN00009956,2026-01-25 22:45:00,USR73915,False,MCH6163,True,8743.36,False,False,,False,True,5912,SUCCESS
TXN00015154,2026-03-23 06:51:22,USR48343,False,MCH7012,False,5282.12,False,False,UTR5710874567,True,False,5411,SUCCESS
TXN00013116,2026-01-07 13:26:12,USR42202,True,MCH4995,False,13056.62,False,False,UTR2360069629,True,False,5912,SUCCESS
TXN00017213,2026-01-20 18:48:04,USR69160,True,MCH9521,True,15555.27,False,False,UTR6717524372,True,False,5912,SUCCESS
TXN00000948,2026-01-26 06:12:29,USR47192,False,MCH9509,False,22501.47,False,False,UTR2133559223,True,False,5812,SUCCESS
TXN00016489,2026-03-30 11:37:37,USR31146,False,MCH9304,True,24672.05,False,False,UTR8830490566,True,False,,SUCCESS
TXN00009802,2026-01-29 00:11:09,USR20339,False,MCH6422,True,5008.22,False,False,UTR2295232451,True,False,,SUCCESS
TXN00000896,2026-01-01 13:44:19,USR17977,True,MCH6585,True,5132.56,False,False,UTR5122781216,True,False,5912,SUCCESS
TXN00002060,2026-01-22 18:31:42,USR95826,False,MCH5695,True,13640.34,False,False,UTR2007317190,True,False,7011,SUCCESS
TXN00015698,2026-03-08 10:01:03,USR38355,False,MCH6712,False,17691.39,False,False,,False,True,5411,FAILED
TXN00018651,2026-03-20 10:09:32,USR27625,False,MCH3219,True,8404.67,False,False,UTR0607463164,True,False,5411,SUCCESS
TXN00006861,2026-02-09 04:01:47,USR46968,False,MCH3224,False,1806.95,False,False,UTR1539878125,True,False,5812,PENDING
TXN00010545,2026-01-08 03:20:11,USR45142,False,MCH1212,False,22635.28,False,False,UTR1114900215,True,False,4131,PENDING
TXN00006177,2026-03-13 05:25:10,USR55453,True,MCH8484,True,14044.25,False,False,UTR8362410483,True,False,5912,SUCCESS
TXN00005909,2026-03-28 20:19:02,USR58281,False,MCH7935,False,5519.56,False,False,UTR6282063034,True,False,5411,SUCCESS
TXN00006381,2026-01-27 09:25:01,USR38389,False,MCH5781,True,15017.36,False,False,UTR0629712495,True,False,5411,SUCCESS
TXN00010047,2026-03-23 00:00:00,USR77307,True,MCH3365,False,5811.03,False,False,UTR1547640878,True,False,5812,SUCCESS
TXN00019709,2026-02-24 21:16:23,USR49220,False,MCH9414,True,1914.7,False,False,UTR2118442771,True,False,4131,SUCCESS
TXN00005556,2026-02-13 19:34:33,USR19994,True,MCH6613,False,17761.68,False,False,UTR8352885714,True,False,5411,SUCCESS
TXN00001099,2026-02-17 08:04:25,USR36213,False,MCH7997,True,19491.82,False,False,UTR6495766073,True,False,7011,SUCCESS
TXN00013541,2026-02-11 23:54:37,USR79978,False,MCH2218,True,11730.67,False,False,UTR1429837553,True,False,4131,SUCCESS
TXN00004852,2026-03-19 01:38:12,USR68598,True,MCH1510,False,9546.6,False,False,UTR0148334103,True,False,5812,PENDING
TXN00018884,2026-03-23 23:25:14,USR34710,True,MCH8921,True,8311.16,False,False,UTR6296489424,True,False,5812,SUCCESS
TXN00009621,2026-02-17 07:58:22,USR38913,False,MCH1605,True,11059.48,False,False,UTR1922928531,True,False,,SUCCESS
TXN00012570,2026-02-16 00:28:28,USR99053,False,MCH4070,False,3263.43,True,False,UTR7792839338,True,False,5411,PENDING
TXN00006788,2026-01-22 21:33:57,USR90226,False,MCH8650,True,20129.28,False,False,UTR7336191541,True,False,4131,SUCCESS
TXN00015171,2026-02-01 01:58:43,USR22094,True,MCH9768,False,4239.5,False,False,UTR0701565657,True,False,4131,PENDING
TXN00015348,2026-03-09 08:29:54,USR15798,True,MCH9834,True,14109.81,False,False,UTR1076049656,True,False,5411,SUCCESS
TXN00019556,2026-03-24 02:06:56,USR58837,False,MCH3283,False,12393.52,False,False,UTR6118978486,True,False,4131,PENDING
TXN00017120,2026-03-19 01:34:27,USR43738,True,MCH3037,True,6898.13,False,False,UTR5033495172,True,False,5411,SUCCESS
TXN00001963,2026-01-08 00:00:00,USR92969,False,MCH9605,True,20996.66,False,False,UTR6138078571,True,False,5812,SUCCESS
TXN00012949,2026-02-27 12:38:00,USR43013,False,MCH5135,True,22112.94,False,False,UTR1209026473,True,False,4131,PENDING
TXN00010600,2026-03-25 04:53:36,USR59914,False,MCH2033,True,11853.25,False,False,UTR6199739165,True,False,5812,SUCCESS
TXN00004063,2026-03-16 15:54:46,USR67544,False,MCH7784,True,19136.43,False,False,UTR7122902541,True,False,5912,SUCCESS
TXN00014220,2026-02-27 00:57:19,USR88195,True,MCH1653,True,12218.07,False,False,UTR7523860637,True,False,5411,SUCCESS
TXN00001808,2026-01-12 07:52:28,USR42158,False,MCH9497,False,4638.04,False,False,UTR3878469514,True,False,7011,SUCCESS
TXN00001428,2026-01-03 19:16:14,USR29034,False,MCH4644,False,23795.78,False,False,UTR0291373285,True,False,5812,SUCCESS
TXN00018869,2026-02-01 03:57:34,USR86709,False,MCH5399,True,2341.6,False,False,UTR1083026148,True,False,5812,FAILED
TXN00000959,2026-03-15 00:18:35,USR50475,True,MCH8674,True,4165.0,False,False,UTR3256620224,True,False,5812,SUCCESS
TXN00015198,2026-01-22 20:27:18,USR72096,False,MCH4812,True,22822.0,False,False,UTR1477147606,True,False,5912,SUCCESS
TXN00006078,2026-03-26 14:35:03,USR87150,False,MCH5068,False,13607.27,False,False,UTR3841744042,True,False,5411,SUCCESS
TXN00010128,2026-01-18 21:21:50,USR70899,True,MCH7410,False,21171.11,False,False,UTR8137412502,True,False,5912,SUCCESS
TXN00001677,2026-02-24 22:42:36,USR22440,True,MCH6987,False,2032.17,False,False,UTR6251783898,True,False,5411,SUCCESS
TXN00001894,2026-03-29 10:23:21,USR66469,False,MCH7704,False,5108.85,False,False,UTR1423993901,True,False,5812,PENDING
TXN00008419,2026-03-11 16:42:01,USR87865,True,MCH6171,True,19020.01,False,False,UTR2047493518,True,False,,PENDING
TXN00012871,2026-03-11 06:16:17,USR65935,False,MCH8161,False,17821.0,False,False,UTR9703460209,True,False,7011,PENDING
TXN00015293,2026-03-05 02:50:15,USR97543,False,MCH9920,True,17443.89,False,False,,False,True,,PENDING
TXN00018591,2026-03-05 03:23:41,USR41646,False,MCH4700,True,3948.18,False,False,UTR8934211909,True,False,7011,SUCCESS
TXN00013200,2026-02-21 15:19:20,USR11930,False,MCH6986,True,4655.68,False,False,,False,True,5411,PENDING
TXN00014942,2026-02-04 13:36:29,USR10749,False,MCH6860,True,5035.08,False,False,UTR0163397265,True,False,7011,SUCCESS
TXN00019018,2026-02-24 21:28:58,USR91487,True,MCH8223,False,5759.51,False,False,UTR8055516635,True,False,,FAILED
TXN00012776,2026-03-26 00:00:00,USR82478,True,MCH7779,True,10490.55,False,False,UTR5812533469,True,False,5411,SUCCESS
TXN00018458,2026-01-18 23:47:25,USR51654,True,MCH7514,True,16537.13,False,False,UTR6562650910,True,False,5912,PENDING
TXN00005918,2026-01-05 00:00:00,USR88490,True,MCH7243,False,16663.52,False,False,UTR4647076745,True,False,5912,PENDING
TXN00000013,2026-03-28 14:55:44,USR43166,True,MCH8391,True,20812.74,False,False,UTR4731316528,True,False,4131,SUCCESS
TXN00019788,2026-01-29 04:12:27,USR55241,False,MCH5925,False,1816.43,False,False,UTR3256638140,True,False,7011,SUCCESS
TXN00000609,2026-03-25 21:24:54,USR64811,True,MCH7099,False,12590.4,False,False,UTR5097704205,True,False,4131,SUCCESS
