merchant_id,merchant_name,mcc,mcc_imputed,merchant_category,business_type,city,state,onboarding_date,settlement_account_on_file,merchant_status,declared_avg_ticket_size,declared_avg_ticket_size_was_negative
MCH1889,Bakshi LLC,5999,False,Retail - Other,Individual,Jalandhar,Punjab,2024-02-13 09:50:36,True,ACTIVE,2474.04,False
MCH5196,Sagar-Kohli,4131,False,Transportation & Travel,Partnership,Delhi,Delhi,2024-02-14 00:00:00,True,ACTIVE,3536.0,False
MCH6360,"Garg, Char and Sharaf",5912,False,Pharmacy & Medical,Sole Proprietorship,Mumbai,Maharashtra,2024-02-14 01:39:00,True,ACTIVE,242.87,False
MCH6566,"Kala, Talwar and Keer",5311,False,Department Store,Private Limited,Chennai,Tamil Nadu,2024-02-15 00:00:00,True,ACTIVE,2110.86,True
MCH2124,"Chander, Kohli and Dube",4131,False,Transportation & Travel,Individual,Delhi,Delhi,2024-02-15 00:00:00,True,ACTIVE,1551.09,False
MCH4600,Devi Group,5311,False,Department Store,Individual,Delhi,Delhi,2024-02-17 00:00:00,True,INACTIVE,1126.47,False
MCH4312,Dada-Hari,5699,False,Apparel & Fashion,Sole Proprietorship,Ludhiana,Punjab,2024-02-17 00:00:00,True,ACTIVE,2174.33,False
MCH8631,Chaudhari-Chhabra,5699,False,Apparel & Fashion,Sole Proprietorship,Lucknow,Uttar Pradesh,2024-02-17 00:00:00,True,ACTIVE,1011.95,False
MCH7048,Manda Inc,5942,False,Books & Stationery,Sole Proprietorship,Kolkata,West Bengal,2024-02-17 04:08:00,True,ACTIVE,776.0,False
MCH9696,D’Alia-Bhardwaj,5999,False,Retail - Other,Private Limited,Lucknow,Uttar Pradesh,2024-02-17 21:42:16,True,ACTIVE,3568.12,False
MCH9082,Din-Batta,5311,False,Department Store,Private Limited,Mumbai,Maharashtra,2024-02-18 00:00:00,True,INACTIVE,4454.42,False
MCH5390,Pall-Vig,4131,False,Transportation & Travel,Private Limited,Amritsar,Punjab,2024-02-18 13:47:07,True,ACTIVE,6624.25,False
MCH1188,M0rar Ltd,5912,False,Pharmacy & Medical,Individual,Hyderabad,Telangana,2024-02-19 00:00:00,True,ACTIVE,1156.7,False
MCH1392,Johal-Gaba,5912,False,Pharmacy & Medical,Private Limited,Pune,Maharashtra,2024-02-20 00:00:00,True,INACTIVE,4352.7,False
MCH5641,Thaker and Sons,4131,False,Transportation & Travel,Partnership,Chennai,Tamil Nadu,2024-02-20 00:00:00,True,ACTIVE,1143.48,False
MCH5929,"Natt, Iyengar and Desai",5699,False,Apparel & Fashion,Sole Proprietorship,Delhi,Delhi,2024-02-21 00:00:00,True,ACTIVE,1050.02,False
MCH8374,nadig-batra,5699,False,Apparel & Fashion,Partnership,Amritsar,Punjab,2024-02-21 17:20:06,True,ACTIVE,831.77,False
MCH9921,"Datta, Chatterjee and Khalsa",4131,False,Transportation & Travel,Private Limited,Bengaluru,Karnataka,2024-02-22 00:00:00,True,ACTIVE,2964.42,False
MCH8824,Mani PLC,5999,False,Retail - Other,Individual,Hyderabad,Telangana,2024-02-22 00:00:00,True,ACTIVE,1314.9,False
MCH6773,"parmar, sahota and rajagopalan",5999,False,Retail - Other,Sole Proprietorship,Pune,Maharashtra,2024-02-23 00:00:00,True,ACTIVE,3042.0,False
MCH2814,"SANI, KHARE AND RAMACHANDRAN",5912,False,Pharmacy & Medical,Partnership,Jalandhar,Punjab,2024-02-24 00:00:00,True,ACTIVE,1581.52,False
MCH9439,Jani LLC,5411,False,Grocery,Sole Proprietorship,Bengaluru,Karnataka,2024-02-24 00:00:00,True,ACTIVE,275.02,False
MCH7312,Ramakrishnan-Banerjee,5311,False,Retail - Other,Sole Proprietorship,Mumbai,Maharashtra,2024-02-24 11:03:00,True,ACTIVE,977.96,False
MCH5366,Bali Ltd,5311,False,Department Store,Private Limited,Lucknow,Uttar Pradesh,2024-02-25 00:00:00,True,INACTIVE,1551.58,False
MCH6662,Din-Gour,5999,False,Retail - Other,Individual,Pune,Maharashtra,2024-02-26 00:00:00,True,ACTIVE,3959.93,False
MCH1304,sama ltd,5912,False,Pharmacy & Medical,Individual,Bengaluru,Karnataka,2024-02-27 00:00:00,True,ACTIVE,4095.57,False
MCH8819,AcharyaInc,5912,False,Pharmacy & Medical,Private Limited,Ludhiana,Punjab,2024-02-27 00:00:00,True,ACTIVE,2075.22,False
MCH5067,Mangat-Pant,4814,False,Telecom & Mobile,Individual,Pune,Maharashtra,2024-02-27 00:00:00,True,ACTIVE,1263.65,False
MCH3229,Keer-Kale,5912,False,Pharmacy & Medical,Sole Proprietorship,Mumbai,Maharashtra,2024-02-28 21:40:00,True,ACTIVE,276.23,False
MCH3281,Ranganathan and Sons,5311,False,Retail - Other,Partnership,Kolkata,West Bengal,2024-03-01 00:00:00,True,ACTIVE,649.49,True
MCH9492,Sahni-Ravel,5311,False,Department Store,Individual,Lucknow,Uttar Pradesh,2024-03-01 00:00:00,True,ACTIVE,3080.63,False
MCH6449,Chakraborty-Hans,5812,False,Restaurants & Food Service,Sole Proprietorship,Hyderabad,Telangana,2024-03-01 00:00:00,True,ACTIVE,1506.6,False
MCH9165,"Iyengar, Raja and Bhasin",5411,False,Grocery,Private Limited,Lucknow,Uttar Pradesh,2024-03-01 00:00:00,True,ACTIVE,1898.13,False
MCH2522,Savant-Sangha,5311,False,Retail - Other,Partnership,Mumbai,Maharashtra,2024-03-01 15:56:00,True,ACTIVE,702.03,False
MCH7891,BAKSHI PLC,5411,False,Grocery,Individual,Bengaluru,Karnataka,2024-03-02 20:11:00,True,ACTIVE,3419.67,False
MCH4475,"Ray, Kulkarni and Suresh",5311,False,Department Store,Private Limited,Ludhiana,Punjab,2024-03-03 00:00:00,True,ACTIVE,3417.23,False
MCH5812,aurora and sons,7011,False,Hotel & Lodging,Sole Proprietorship,Hyderabad,Telangana,2024-03-03 00:00:00,True,ACTIVE,410.12,False
MCH6574,"Thaman, Gupta and Barad",4814,False,Telecom & Mobile,Private Limited,Pune,Maharashtra,2024-03-03 13:31:25,True,ACTIVE,1371.71,False
MCH9098,Manda and Sons,5812,False,Restaurants & Food Service,Partnership,Bengaluru,Karnataka,2024-03-03 16:14:27,True,ACTIVE,870.0,False
MCH3439,"PALAN, BORA AND PURI",5411,False,Grocery,Private Limited,Ludhiana,Punjab,2024-03-05 00:36:00,True,ACTIVE,1840.58,False
MCH1335,"Wagle, Kamdar and Mallick",7011,False,Hotel & Lodging,Sole Proprietorship,Mumbai,Maharashtra,2024-03-05 01:55:00,True,SUSPENDED,398.0,False
MCH5797,Sami Ltd,5942,False,Books & Stationery,Individual,Jalandhar,Punjab,2024-03-05 15:38:56,True,ACTIVE,651.76,False
MCH4398,"BOSE, DHAR AND OZA",5812,False,Restaurants & Food Service,Individual,Jalandhar,Punjab,2024-03-06 00:00:00,True,ACTIVE,580.38,False
MCH3405,"DARA, BOASE AND CHADA",5999,False,Retail - Other,Partnership,Pune,Maharashtra,2024-03-06 00:00:00,True,ACTIVE,210.2,False
MCH7138,Shere-Shankar,5411,False,Grocery,Sole Proprietorship,Chennai,Tamil Nadu,2024-03-07 10:53:23,True,ACTIVE,1960.27,False
MCH7795,"Samra, Venkataraman and Bhatti",4131,False,Transportation & Travel,Private Limited,Amritsar,Punjab,2024-03-08 04:15:00,True,ACTIVE,723.93,False
MCH1649,Venkatesh PLC,5812,False,Restaurants & Food Service,Private Limited,Delhi,Delhi,2024-03-08 17:27:00,True,BLOCKED,851.41,False
MCH5704,Bhardwaj and Sons,5942,False,Books & Stationery,Sole Proprietorship,Delhi,Delhi,2024-03-09 10:41:04,True,ACTIVE,885.73,False
MCH3176,Gera Inc,4814,False,Telecom & Mobile,Private Limited,Lucknow,Uttar Pradesh,2024-03-10 00:00:00,True,ACTIVE,1047.58,False
MCH3218,"KEER, SONI AND DESHPANDE",5912,False,Pharmacy & Medical,Sole Proprietorship,Mumbai,Maharashtra,2024-03-10 00:00:00,True,ACTIVE,3727.56,False
MCH7501,Jayaraman Inc,5311,False,Department Store,Partnership,Kolkata,West Bengal,2024-03-10 00:00:00,True,ACTIVE,2898.16,False
MCH8169,"Kapur, Prashad and Srinivasan",5999,False,Retail - Other,Individual,Jaipur,Rajasthan,2024-03-11 00:00:00,True,ACTIVE,1294.0,False
MCH6923,"kumar, hayre and grover",5942,False,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2024-03-12 00:00:00,True,INACTIVE,937.24,False
MCH6772,"Sarin,KaleandBava",5411,False,Grocery,Individual,Amritsar,Punjab,2024-03-12 00:00:00,True,INACTIVE,893.58,False
MCH3254,Maharaj-Sharaf,5942,False,Books & Stationery,Partnership,Amritsar,Punjab,2024-03-12 00:00:00,True,ACTIVE,958.41,False
MCH2174,"Sood, Chowdhury and Chacko",7011,False,Hotel & Lodging,Private Limited,Delhi,Delhi,2024-03-13 00:00:00,True,INACTIVE,1287.16,False
MCH5028,"Chhabra, Deo and Chakrabarti",7011,False,Hotel & Lodging,Partnership,Ludhiana,Punjab,2024-03-14 00:00:00,True,CLOSED,716.94,False
MCH3057,Nagy-Banik,5311,False,Department Store,Partnership,Kolkata,West Bengal,2024-03-15 00:00:00,True,ACTIVE,764.15,False
MCH2915,"Chakrabarti, Hora and Sha",4814,False,Telecom & Mobile,Partnership,Chennai,Tamil Nadu,2024-03-15 00:00:00,True,ACTIVE,18355.56,False
MCH4093,Krishnamurthy PLC,7011,False,Hotel & Lodging,Private Limited,Lucknow,Uttar Pradesh,2024-03-15 00:00:00,True,INACTIVE,1291.9,False
MCH8795,basak-bhavsar,5942,False,Books & Stationery,Sole Proprietorship,Jaipur,Rajasthan,2024-03-15 00:00:00,True,INACTIVE,243.16,False
MCH1786,"Tank, Nadkarni and Srinivasan",4131,False,Transportation & Travel,Private Limited,Amritsar,Punjab,2024-03-15 00:00:00,True,ACTIVE,353.77,False
MCH5594,ANNE LTD,4814,False,Telecom & Mobile,Private Limited,Hyderabad,Telangana,2024-03-16 00:00:00,True,ACTIVE,1557.37,False
MCH9474,"Bajwa, Bhandari and Parmar",5912,False,Pharmacy & Medical,Sole Proprietorship,Kolkata,West Bengal,2024-03-16 19:46:00,True,ACTIVE,1464.0,False
MCH2105,Nagar-Misra,5912,False,Pharmacy & Medical,Private Limited,Jaipur,Rajasthan,2024-03-17 02:55:14,True,ACTIVE,1101.76,False
MCH7246,LATA LTD,5699,False,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2024-03-17 08:45:00,True,ACTIVE,1315.04,False
MCH5222,"Char, Warrior and Cherian",5699,False,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2024-03-19 18:57:00,True,INACTIVE,352.83,False
MCH6197,"Koshy, Shah and Ratta",4131,False,Transportation & Travel,Partnership,Bengaluru,Karnataka,2024-03-20 00:00:00,True,ACTIVE,1491.79,False
MCH3753,Kala Ltd,4814,False,Telecom & Mobile,Individual,Kolkata,West Bengal,2024-03-20 00:00:00,True,ACTIVE,411.14,False
MCH6742,Mammen Gr0up,4814,False,Telecom & Mobile,Private Limited,Kolkata,West Bengal,2024-03-20 00:00:00,True,ACTIVE,6284.1,False
MCH2665,"Goswami, Savant and Kar",5311,False,Department Store,Sole Proprietorship,Hyderabad,Telangana,2024-03-23 00:00:00,True,ACTIVE,1516.75,False
MCH2741,"Wason, Jain and D’Alia",5942,False,Books & Stationery,Sole Proprietorship,Ludhiana,Punjab,2024-03-23 00:00:00,True,SUSPENDED,361.19,False
MCH1904,Sandal Inc,4814,False,Telecom & Mobile,Individual,Jalandhar,Punjab,2024-03-23 06:08:07,True,ACTIVE,1398.65,False
MCH5900,Sarraf-Nagar,5912,False,Pharmacy & Medical,Sole Proprietorship,Kolkata,West Bengal,2024-03-23 06:41:25,True,ACTIVE,380.94,False
MCH5091,Rau-Ratta,5812,False,Restaurants & Food Service,Partnership,Kolkata,West Bengal,2024-03-24 00:00:00,True,ACTIVE,755.0,False
MCH1863,Sachar-Gokhale,5942,False,Books & Stationery,Private Limited,Hyderabad,Telangana,2024-03-24 16:08:37,True,ACTIVE,760.42,False
MCH1465,"GARG, MALLICK AND CHADHA",5812,False,Restaurants & Food Service,Private Limited,Delhi,Delhi,2024-03-24 17:13:00,True,ACTIVE,443.93,False
MCH3005,"Saxena, Narain and Mander",5699,False,Apparel & Fashion,Private Limited,Kolkata,West Bengal,2024-03-25 00:00:00,True,INACTIVE,1149.79,False
MCH8390,"Thakkar, Babu and Nagi",4131,False,Transportation & Travel,Private Limited,Hyderabad,Telangana,2024-03-25 00:00:00,True,ACTIVE,2159.57,False
MCH7910,Shenoy LLC,5812,False,Restaurants & Food Service,Partnership,Hyderabad,Telangana,2024-03-25 00:00:00,True,INACTIVE,741.5,False
MCH5678,Kumar and Sons,5311,False,Department Store,Private Limited,Jaipur,Rajasthan,2024-03-25 00:00:00,True,ACTIVE,6122.0,False
MCH2778,madan plc,5912,False,Pharmacy & Medical,Sole Proprietorship,Amritsar,Punjab,2024-03-25 00:00:00,True,ACTIVE,4029.72,False
MCH8226,Das-Subramanian,5999,False,Retail - Other,Partnership,Jaipur,Rajasthan,2024-03-26 00:00:00,True,ACTIVE,789.74,False
MCH6050,"Choudhary, Shanker and Rajan",5812,False,Restaurants & Food Service,Individual,Ludhiana,Punjab,2024-03-26 21:03:47,True,ACTIVE,2324.79,True
MCH8733,"Dhillon, Goel and Dar",4814,False,Telecom & Mobile,Sole Proprietorship,Kolkata,West Bengal,2024-03-27 19:48:14,True,ACTIVE,2966.16,True
MCH6216,Agarwal Group,5812,False,Restaurants & Food Service,Private Limited,Amritsar,Punjab,2024-03-28 00:00:00,True,ACTIVE,1210.0,False
MCH6454,Nagi-Ch0udhury,5699,False,Apparel & Fashion,Private Limited,Bengaluru,Karnataka,2024-03-28 00:00:00,True,INACTIVE,3116.0,False
MCH2943,Kh0s1a LLC,5812,False,Restaurants & Food Service,Private Limited,Mumbai,Maharashtra,2024-03-29 00:00:00,True,ACTIVE,2741.64,False
MCH9310,Ganguly-Tella,7011,False,Hotel & Lodging,Individual,Pune,Maharashtra,2024-03-29 00:00:00,True,ACTIVE,482.88,True
MCH7558,Keer-Krish,5942,False,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2024-03-29 10:23:34,True,ACTIVE,777.64,False
MCH1448,TAK AND SONS,5999,False,Retail - Other,Sole Proprietorship,Mumbai,Maharashtra,2024-03-30 02:02:17,True,ACTIVE,2897.23,False
MCH3399,Rana-Talwar,5912,False,Pharmacy & Medical,Private Limited,Mumbai,Maharashtra,2024-03-30 09:48:22,True,ACTIVE,575.9,False
MCH8724,"GOLE, ROY AND KHURANA",5411,False,Grocery,Sole Proprietorship,Bengaluru,Karnataka,2024-03-31 00:00:00,True,ACTIVE,926.44,False
MCH7586,"Hayer, Savant and Tiwari",5311,False,Department Store,Partnership,Pune,Maharashtra,2024-03-31 00:00:00,True,ACTIVE,765.1,False
MCH1852,Prabhu Group,5411,False,Grocery,Individual,Mumbai,Maharashtra,2024-03-31 00:00:00,True,ACTIVE,786.71,False
MCH9009,Badami-Sani,5411,False,Grocery,Individual,Mumbai,Maharashtra,2024-03-31 00:00:00,True,ACTIVE,1732.46,False
MCH2123,"Pandey, Swamy and Desai",5912,False,Pharmacy & Medical,Private Limited,Hyderabad,Telangana,2024-03-31 00:00:00,True,ACTIVE,2367.0,False
MCH6743,Zacharia Inc,5411,False,Grocery,Individual,Delhi,Delhi,2024-03-31 03:21:00,True,ACTIVE,1075.68,False
MCH1714,Kalita Group,5699,False,Apparel & Fashion,Sole Proprietorship,Amritsar,Punjab,2024-03-31 14:28:04,True,ACTIVE,3974.77,False
MCH5122,"Chand, Gupta and Bhargava",5812,False,Restaurants & Food Service,Individual,Jalandhar,Punjab,2024-04-01 00:00:00,True,ACTIVE,2946.92,False
MCH3563,Shan Inc,5912,False,Pharmacy & Medical,Sole Proprietorship,Bengaluru,Karnataka,2024-04-01 06:07:35,True,ACTIVE,335.55,False
MCH8346,Sane-Ben,5999,False,Retail - Other,Private Limited,Kolkata,West Bengal,2024-04-03 00:00:00,True,ACTIVE,2955.96,False
MCH9006,Chopra-Sandhu,5699,False,Apparel & Fashion,Partnership,Lucknow,Uttar Pradesh,2024-04-03 00:00:00,True,ACTIVE,1365.03,False
MCH5618,Biswas and Sons,5912,False,Pharmacy & Medical,Partnership,Delhi,Delhi,2024-04-03 21:03:00,True,ACTIVE,833.5,False
MCH8023,CHAR-GALA,5699,False,Apparel & Fashion,Individual,Chennai,Tamil Nadu,2024-04-04 00:00:00,True,ACTIVE,837.35,False
MCH1995,"Mand, Halder and Rajagopalan",5942,False,Books & Stationery,Partnership,Jaipur,Rajasthan,2024-04-04 00:00:00,True,INACTIVE,158.78,False
MCH2009,"Tiwari, Naidu and Muni",5699,False,Apparel & Fashion,Partnership,Pune,Maharashtra,2024-04-05 00:00:00,True,ACTIVE,732.0,False
MCH4720,sha ltd,5411,False,Grocery,Partnership,Chennai,Tamil Nadu,2024-04-05 00:00:00,True,ACTIVE,874.68,False
MCH4050,"Sur, N0ri and G011a",5699,False,Apparel & Fashion,Sole Proprietorship,Mumbai,Maharashtra,2024-04-07 00:00:00,True,ACTIVE,577.94,False
MCH6590,HandaInc,5699,False,Apparel & Fashion,Individual,Kolkata,West Bengal,2024-04-07 00:00:00,True,ACTIVE,2071.46,False
MCH2196,Badal-Ghosh,4131,False,Transportation & Travel,Individual,Delhi,Delhi,2024-04-07 00:00:00,True,ACTIVE,188.84,False
MCH9193,Ramachandran-Rao,5699,False,Apparel & Fashion,Individual,Bengaluru,Karnataka,2024-04-07 00:00:00,True,ACTIVE,1693.53,False
MCH9802,Contractor-Keer,5699,False,Apparel & Fashion,Individual,Delhi,Delhi,2024-04-08 00:00:00,True,ACTIVE,1430.48,False
MCH1787,JOHAL AND SONS,5942,False,Books & Stationery,Sole Proprietorship,Chennai,Tamil Nadu,2024-04-09 00:00:00,True,ACTIVE,1495.88,False
MCH6568,MINHAS PLC,7011,False,Hotel & Lodging,Sole Proprietorship,Amritsar,Punjab,2024-04-10 18:11:31,True,ACTIVE,1486.0,False
MCH7455,"MODY, BHATTACHARYYA AND PALLA",4814,False,Telecom & Mobile,Individual,Delhi,Delhi,2024-04-11 22:40:38,True,ACTIVE,113.99,False
MCH1990,Mitra PLC,7011,False,Hotel & Lodging,Partnership,Amritsar,Punjab,2024-04-12 00:00:00,True,ACTIVE,1251.23,False
MCH7802,Venkatesh LLC,5912,False,Pharmacy & Medical,Partnership,Lucknow,Uttar Pradesh,2024-04-12 13:06:25,True,ACTIVE,1493.43,False
MCH2354,"TOOR, NAGI AND DARA",5912,False,Pharmacy & Medical,Sole Proprietorship,Pune,Maharashtra,2024-04-12 23:57:41,True,ACTIVE,1954.79,False
MCH2684,Barad-Jaggi,5942,False,Books & Stationery,Sole Proprietorship,Delhi,Delhi,2024-04-13 01:13:00,True,ACTIVE,518.0,False
MCH3720,"Bedi, Sanghvi and Balakrishnan",5411,False,Grocery,Individual,Delhi,Delhi,2024-04-14 08:30:13,True,ACTIVE,610.0,False
MCH6369,"Chaudhry, Batra and Rama",4131,False,Transportation & Travel,Partnership,Jalandhar,Punjab,2024-04-15 00:00:00,True,INACTIVE,612.29,False
MCH1477,Ahluwalia-Devan,5912,False,Pharmacy & Medical,Partnership,Jaipur,Rajasthan,2024-04-15 00:00:00,True,ACTIVE,551.17,False
MCH2126,Golla and Sons,5311,False,Department Store,Partnership,Hyderabad,Telangana,2024-04-15 00:00:00,True,ACTIVE,342.0,False
MCH8253,Dutt-Narain,5411,False,Grocery,Sole Proprietorship,Hyderabad,Telangana,2024-04-15 01:54:00,True,ACTIVE,1104.19,False
MCH8643,"Kota, Aurora and Dugal",5699,False,Apparel & Fashion,Sole Proprietorship,Delhi,Delhi,2024-04-15 14:41:15,True,ACTIVE,1011.23,False
MCH4642,Jaggi Ltd,5411,False,Grocery,Partnership,Delhi,Delhi,2024-04-16 00:00:00,True,SUSPENDED,1180.53,False
MCH4510,Bora Ltd,4814,False,Telecom & Mobile,Individual,Chennai,Tamil Nadu,2024-04-16 11:39:00,True,ACTIVE,1583.66,False
MCH2800,Raja-Naik,5311,False,Department Store,Private Limited,Bengaluru,Karnataka,2024-04-18 00:00:00,True,CLOSED,1096.85,False
MCH4275,RAVAL-BORA,5812,False,Restaurants & Food Service,Sole Proprietorship,Jaipur,Rajasthan,2024-04-18 04:43:05,True,ACTIVE,1335.0,False
MCH9973,"Parsa, Loyal and Pai",4814,False,Telecom & Mobile,Partnership,Lucknow,Uttar Pradesh,2024-04-19 00:00:00,True,ACTIVE,1836.29,False
MCH1645,Savant-Singha1,5942,False,Books & Stationery,Sole Proprietorship,Chennai,Tamil Nadu,2024-04-19 00:00:00,True,ACTIVE,337.0,False
MCH2764,"Yogi, Jani and Choudhry",4814,False,Telecom & Mobile,Individual,Ludhiana,Punjab,2024-04-19 00:00:00,True,ACTIVE,516.18,False
MCH7074,Yogi Group,5999,False,Retail - Other,Individual,Bengaluru,Karnataka,2024-04-19 00:00:00,True,ACTIVE,3900.0,False
MCH3987,"Dubey, Aggarwa1 and Mangat",5942,False,Books & Stationery,Individual,Hyderabad,Telangana,2024-04-20 00:00:00,True,ACTIVE,474.5,False
MCH6890,Pandit-Narasimhan,7011,False,Hotel & Lodging,Private Limited,Kolkata,West Bengal,2024-04-21 00:00:00,True,CLOSED,525.87,False
MCH1828,Mohanty-Gole,5999,False,Retail - Other,Sole Proprietorship,Kolkata,West Bengal,2024-04-21 00:00:00,True,INACTIVE,408.75,False
MCH5727,"Sandal, Deshmukh and Lata",5699,False,Apparel & Fashion,Partnership,Bengaluru,Karnataka,2024-04-21 23:21:20,True,ACTIVE,411.34,False
MCH2850,Reddy-Kara,4131,False,Retail - Other,Private Limited,Jaipur,Rajasthan,2024-04-22 00:00:00,True,ACTIVE,953.86,True
MCH1815,Saha-Varghese,4131,False,Retail - Other,Private Limited,Delhi,Delhi,2024-04-22 07:33:36,True,ACTIVE,846.74,False
MCH8927,RAJ-KALA,5999,False,Retail - Other,Individual,Delhi,Delhi,2024-04-22 22:45:00,True,ACTIVE,261.67,False
MCH3207,"Gala, Khatri and Khalsa",5912,False,Pharmacy & Medical,Partnership,Amritsar,Punjab,2024-04-23 00:00:00,True,ACTIVE,929.51,False
MCH3983,Behl-Viswanathan,5411,False,Grocery,Partnership,Ludhiana,Punjab,2024-04-23 00:00:00,True,ACTIVE,1037.83,False
MCH2218,"Upadhyay, Sharma and Kothari",7011,False,Hotel & Lodging,Partnership,Lucknow,Uttar Pradesh,2024-04-23 18:51:00,True,ACTIVE,341.57,True
MCH9362,"Lala, Oza and Chahal",5912,False,Pharmacy & Medical,Sole Proprietorship,Delhi,Delhi,2024-04-25 00:00:00,True,ACTIVE,1820.41,False
MCH2450,bail plc,5812,False,Restaurants & Food Service,Private Limited,Hyderabad,Telangana,2024-04-25 12:52:00,True,ACTIVE,3923.0,False
MCH9529,Dubey Inc,4814,False,Telecom & Mobile,Private Limited,Pune,Maharashtra,2024-04-26 00:00:00,True,ACTIVE,1801.0,False
MCH3338,"Mistry, Majumdar and Ghosh",4814,False,Telecom & Mobile,Individual,Ludhiana,Punjab,2024-04-26 08:50:51,True,ACTIVE,1989.0,False
MCH8109,"Nadkarni, Sawhney and Singh",5912,False,Pharmacy & Medical,Partnership,Delhi,Delhi,2024-04-28 00:00:00,True,ACTIVE,5729.0,False
MCH5497,Dayal and Sons,5999,False,Retail - Other,Private Limited,Delhi,Delhi,2024-04-28 22:58:00,True,ACTIVE,1767.24,False
MCH1876,"Deol, Sandal and Nagi",5999,False,Retail - Other,Partnership,Bengaluru,Karnataka,2024-04-29 00:00:00,True,ACTIVE,603.93,False
MCH4818,Deol Inc,5999,False,Retail - Other,Individual,Delhi,Delhi,2024-04-29 00:00:00,True,ACTIVE,316.0,False
MCH1530,Parmer-Bath,5699,False,Apparel & Fashion,Individual,Lucknow,Uttar Pradesh,2024-04-29 00:00:00,True,ACTIVE,375.02,False
MCH6586,Pandya PLC,5999,False,Retail - Other,Individual,Bengaluru,Karnataka,2024-04-29 00:00:00,True,ACTIVE,520.0,False
MCH5676,Kohli-Bir,4814,False,Telecom & Mobile,Private Limited,Lucknow,Uttar Pradesh,2024-04-29 20:08:00,True,ACTIVE,1466.78,True
MCH1956,"Magar, Ramakrishnan and Dhingra",5912,False,Pharmacy & Medical,Private Limited,Ludhiana,Punjab,2024-05-02 00:00:00,True,ACTIVE,919.28,False
MCH4353,"Sha, Thaman and Bhasin",5699,False,Apparel & Fashion,Partnership,Lucknow,Uttar Pradesh,2024-05-02 00:00:00,True,CLOSED,391.43,True
MCH6919,Mander Ltd,5999,False,Retail - Other,Partnership,Jalandhar,Punjab,2024-05-02 02:08:00,True,ACTIVE,2549.85,False
MCH7075,D’Alia Group,7011,False,Hotel & Lodging,Partnership,Chennai,Tamil Nadu,2024-05-03 20:19:30,True,INACTIVE,1262.21,False
MCH4973,vala-raval,7011,False,Hotel & Lodging,Private Limited,Chennai,Tamil Nadu,2024-05-04 00:00:00,True,ACTIVE,859.46,False
MCH8288,Kakar-Sood,5311,False,Department Store,Private Limited,Bengaluru,Karnataka,2024-05-04 00:00:00,True,ACTIVE,1556.66,False
MCH2441,bhatnagar plc,4814,False,Telecom & Mobile,Individual,Jaipur,Rajasthan,2024-05-04 23:00:00,True,ACTIVE,1789.0,False
MCH3701,Mand-Bhat,5999,False,Retail - Other,Sole Proprietorship,Lucknow,Uttar Pradesh,2024-05-07 00:00:00,True,CLOSED,231.29,False
MCH4808,padmanabhan-pathak,5699,False,Apparel & Fashion,Sole Proprietorship,Lucknow,Uttar Pradesh,2024-05-07 18:56:00,True,CLOSED,262.16,True
MCH6757,Brar-Saha,5942,False,Books & Stationery,Sole Proprietorship,Ludhiana,Punjab,2024-05-09 00:00:00,True,ACTIVE,602.25,False
MCH3259,Bajaj-Mann,4131,False,Transportation & Travel,Individual,Amritsar,Punjab,2024-05-09 00:00:00,True,ACTIVE,426.0,False
MCH9253,Gole LLC,5699,False,Apparel & Fashion,Sole Proprietorship,Amritsar,Punjab,2024-05-09 20:29:36,True,ACTIVE,1349.23,False
MCH5210,Rege-Sridhar,5942,False,Books & Stationery,Private Limited,Jalandhar,Punjab,2024-05-10 00:00:00,True,ACTIVE,1199.73,False
MCH8579,OM LLC,5311,False,Department Store,Sole Proprietorship,Bengaluru,Karnataka,2024-05-10 00:00:00,True,ACTIVE,3034.67,False
MCH6331,Wagle-Sinha,5912,False,Pharmacy & Medical,Sole Proprietorship,Bengaluru,Karnataka,2024-05-10 06:43:00,True,ACTIVE,2605.3,False
MCH1647,NARULA LLC,5699,False,Apparel & Fashion,Individual,Ludhiana,Punjab,2024-05-10 18:51:00,True,BLOCKED,1898.14,False
MCH2827,Bala-Bhatti,5999,False,Retail - Other,Individual,Bengaluru,Karnataka,2024-05-10 20:16:00,True,INACTIVE,381.0,False
MCH8192,"oza, sant and loke",5411,False,Grocery,Private Limited,Kolkata,West Bengal,2024-05-11 00:46:00,True,CLOSED,408.0,False
MCH9050,"Oza, Shukla and Chandra",7011,False,Hotel & Lodging,Individual,Jalandhar,Punjab,2024-05-12 00:00:00,True,ACTIVE,2974.94,False
MCH7965,Magar-Kant,5311,False,Department Store,Sole Proprietorship,Pune,Maharashtra,2024-05-13 00:00:00,True,ACTIVE,567.32,False
MCH8297,Natarajan-Gill,4814,False,Telecom & Mobile,Individual,Lucknow,Uttar Pradesh,2024-05-14 00:00:00,True,ACTIVE,558.71,False
MCH4807,"Dutt, Pandey and Tella",5912,False,Pharmacy & Medical,Individual,Chennai,Tamil Nadu,2024-05-14 00:00:00,True,ACTIVE,1458.0,False
