complaint_id,txn_id,txn_id_valid_fk,user_id,user_id_valid_fk,merchant_id,merchant_id_valid_fk,transaction_timestamp,reported_timestamp,bank_response_timestamp,timestamps_logically_valid,reporting_delay_days,disputed_amount,disputed_amount_was_negative,disputed_amount_missing,reason_code,reason_code_raw,complaint_text,resolution_status,severity,channel
CBK0001650,TXN00007842,True,USR43371,False,MCH9291,True,2026-03-24 00:00:00,2026-03-27 00:00:00,2026-04-21 00:00:00,True,3.0,5443.0,False,False,AMOUNT_MISMATCH,amount mismatch,Customer says amount was debited twice.,IN_PROGRESS,LOW,IVR
CBK0002294,TXN00004771,True,USR12753,True,MCH9267,False,2026-02-03 00:00:00,2026-02-19 00:00:00,,True,16.0,5005.08,False,False,GENERAL_DISPUTE,Customer Dispute,Complaint received after multiple failed attempts.,PENDING_BANK,CRITICAL,CHATBOT
CBK0000256,TXN00001617,True,USR63778,False,MCH6614,False,2026-01-29 00:00:00,2026-01-30 00:00:00,2026-02-17 00:00:00,True,1.0,14278.2,False,False,SERVICE_NOT_DELIVERED,delivery issue,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,LOW,IVR
CBK0000634,TXN00003160,True,USR20310,True,MCH5168,False,2026-03-14 00:00:00,2026-03-14 07:16:00,,True,0.0,11376.0,False,False,AMOUNT_MISMATCH,amount mismatch,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,REJECTED,LOW,EMAIL
CBK0001898,TXN00012370,True,USR72048,False,MCH5535,False,2026-03-29 00:00:00,2026-04-02 00:00:00,,True,4.0,9690.23,True,False,GENERAL_DISPUTE,DUP_DEBIT,User claims account was compromised before transaction.,OPEN,MEDIUM,CALL_CENTER
CBK0001953,TXN00002867,True,USR48061,False,MCH8600,True,2026-01-15 00:00:00,2026-01-16 10:12:56,2026-01-24 00:00:00,True,1.0,4361.29,False,False,GENERAL_DISPUTE,dispute raised,Suspicious high-value payment disputed by customer.,PENDING_BANK,LOW,EMAIL
CBK0000414,TXN00071282,False,USR51465,False,MCH8403,False,2026-03-05 00:00:00,2026-03-21 02:45:00,2026-03-30 02:45:00,True,16.0,4105.21,False,False,ACCOUNT_TAKEOVER,ATO,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,IN_PROGRESS,CRITICAL,CALL_CENTER
CBK0000229,TXN00011498,True,USR25152,False,MCH5516,True,2026-03-10 08:33:00,2026-03-13 00:00:00,2026-03-18 16:33:39,True,2.0,1209.77,False,False,FRAUD_SUSPECTED,Fraud Suspected,User says UPI PIN was not entered by them.,IN_PROGRESS,LOW,CHATBOT
CBK0002621,TXN00013196,True,USR25302,False,MCH2285,False,2026-01-05 00:00:00,2026-01-08 00:00:00,2026-02-06 00:00:00,True,3.0,4814.0,False,False,SERVICE_NOT_DELIVERED,Merchant Not Delivered,Merchant service was not delivered after payment.,PENDING_BANK,MEDIUM,BRANCH
CBK0002599,TXN00015427,True,USR46465,True,MCH3243,False,2026-03-04 00:00:00,2026-04-04 00:00:00,2026-04-18 00:00:00,True,31.0,1089.6,False,False,FRAUD_SUSPECTED,fraud,Customer says transaction was not authorized. NA,OPEN,MEDIUM,CHATBOT
CBK0001385,TXN00015532,True,USR43241,True,MCH2822,False,2026-02-02 21:47:00,2026-02-03 00:00:00,2026-02-15 00:00:00,True,0.0,90.26,False,False,ACCOUNT_TAKEOVER,Account Takeover,Customer says transaction was not authorized.,PENDING_BANK,CRITICAL,APP
CBK0001645,TXN00004849,True,USR87914,False,MCH2065,False,2026-03-31 15:04:00,2026-04-03 00:00:00,2026-04-04 09:04:41,True,2.0,1212.0,False,False,GENERAL_DISPUTE,no service,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,MEDIUM,BRANCH
CBK0000995,TXN00005999,True,USR40639,False,MCH1381,False,2026-01-11 20:47:00,2026-01-13 00:00:00,,True,1.0,3530.1,True,False,SERVICE_NOT_DELIVERED,not delivered,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,IN_PROGRESS,LOW,CHATBOT
CBK0000553,TXN00001388,True,USR38124,True,MCH8462,False,2026-03-07 00:00:00,2026-03-09 16:59:00,2026-03-18 00:00:00,True,2.0,5809.0,True,False,SERVICE_NOT_DELIVERED,merchant service issue,merchant service was not delivered after payment.,CLOSED,HIGH,EMAIL
CBK0000812,TXN00003721,True,USR76959,False,MCH8190,False,,2026-03-05 00:00:00,,True,,3807.76,True,False,FRAUD_SUSPECTED,scam,User says UPI PIN was not entered by them.,CLOSED,HIGH,BRANCH
CBK0000841,TXN00007967,True,USR49028,False,MCH7643,False,2026-03-31 00:00:00,2026-04-11 00:00:00,2026-04-12 01:44:00,True,11.0,,False,True,SERVICE_NOT_DELIVERED,item not received,Customer says transaction was not authorized. call dropped,REJECTED,HIGH,IVR
CBK0000266,TXN00006755,True,USR13301,False,MCH5226,True,2026-01-07 00:00:00,2026-01-07 00:00:00,2026-02-02 18:44:26,True,0.0,1874.0,False,False,AMOUNT_MISMATCH,amount mismatch,Customer complaint text unclear due to poor call center notes. call dropped,CLOSED,MEDIUM,CALL_CENTER
CBK0002431,TXN00015350,True,USR95800,False,MCH4448,True,2026-03-26 01:08:15,2026-03-28 03:08:15,2026-04-10 03:08:00,True,2.0,676.77,False,False,ACCOUNT_TAKEOVER,account hacked,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,LOW,CALL_CENTER
CBK0000907,TXN00018961,True,USR73332,True,MCH5096,False,2026-03-24 00:00:00,,,True,,409.0,False,False,ACCOUNT_TAKEOVER,account hacked,Merchant service was not delivered after payment.,RESOLVED,LOW,IVR
CBK0000568,TXN00005915,True,USR19528,True,MCH9192,True,,2026-02-24 00:00:00,,True,,215.32,False,False,FRAUD_SUSPECTED,Fraud Suspected,Customer says transaction was not authorized. urgent,PENDING_BANK,MEDIUM,CHATBOT
CBK0002248,TXN00018611,True,USR80560,False,MCH1043,False,2026-02-11 00:00:00,2026-02-13 00:00:00,2026-02-28 00:00:00,True,2.0,1143.89,False,False,GENERAL_DISPUTE,DUP_DEBIT,Customer says amount was debited twice.,OPEN,MEDIUM,BRANCH
CBK0001578,TXN00008775,True,USR61019,False,MCH8496,True,2026-03-30 13:32:00,2026-03-31 00:00:00,2026-04-22 00:00:00,True,0.0,8304.41,False,False,ACCOUNT_TAKEOVER,ATO,Customer says amount was debited twice.,RESOLVED,LOW,EMAIL
CBK0001548,TXN00000463,True,USR79013,False,MCH7615,True,,2026-01-05 20:53:00,2026-01-10 00:00:00,True,,,False,True,SERVICE_NOT_DELIVERED,Service Not Provided,User says UPI PIN was not entered by them.,RESOLVED,HIGH,BRANCH
CBK0002013,TXN00007063,True,USR45520,False,MCH1320,True,2026-03-01 06:39:21,2026-03-02 00:00:00,2026-03-17 00:00:00,True,0.0,370.32,False,False,ACCOUNT_TAKEOVER,login compromised,User says UPI PIN was not entered by them.,IN_PROGRESS,LOW,CHATBOT
CBK0001094,TXN00017457,True,USR13306,False,MCH4473,False,2026-03-07 08:44:00,2026-03-10 00:00:00,,True,2.0,,False,True,DUPLICATE_DEBIT,Duplicate Debit,Merchant service was not delivered after payment. NA,PENDING_BANK,LOW,CALL_CENTER
CBK0001077,TXN00009149,True,USR88897,True,MCH5127,True,2026-02-02 00:00:00,2026-02-04 00:00:00,,True,2.0,2970.62,True,False,FRAUD_SUSPECTED,FRAUD,Payment made to unknown merchant as per cust statement.,REJECTED,CRITICAL,EMAIL
CBK0001003,TXN00006075,True,USR31466,False,MCH8516,False,2026-02-07 03:40:00,2026-02-12 09:40:00,,True,5.0,1413.0,False,False,GENERAL_DISPUTE,no service,User claims account was compromised before transaction.,IN_PROGRESS,CRITICAL,EMAIL
CBK0002093,TXN00017223,True,USR95193,False,MCH2383,True,2026-03-25 00:00:00,2026-03-20 21:23:30,2026-04-14 00:00:00,False,,711.68,True,False,ACCOUNT_TAKEOVER,ATO,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,CLOSED,LOW,CALL_CENTER
CBK0001520,TXN00005376,True,USR68623,False,MCH8701,False,2026-03-31 00:00:00,2026-04-03 00:00:00,2026-04-18 00:00:00,True,3.0,6375.04,False,False,SERVICE_NOT_DELIVERED,not delivered,User claims account was compromised before transaction.,PENDING_BANK,MEDIUM,APP
CBK0002269,TXN00002609,True,USR70968,False,MCH6810,False,2026-03-06 00:00:00,2026-04-05 00:00:00,2026-04-22 00:00:00,True,30.0,3155.0,False,False,AMOUNT_MISMATCH,extra amount deducted,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,IN_PROGRESS,MEDIUM,EMAIL
CBK0001060,TXN00004377,True,USR65291,True,MCH5076,False,2026-01-08 00:00:00,2026-01-12 13:45:00,2026-02-06 00:00:00,True,4.0,6954.75,False,False,GENERAL_DISPUTE,customer issue,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,LOW,CHATBOT
CBK0000878,TXN00017227,True,USR23617,False,MCH9290,True,2026-02-28 16:25:00,2026-03-08 13:25:00,2026-03-09 00:00:00,True,7.0,2799.72,False,False,DUPLICATE_DEBIT,charged twice,User claims account was compromised before transaction. urgent,IN_PROGRESS,HIGH,CHATBOT
CBK0002419,TXN00008154,True,USR61213,False,MCH1320,True,2026-02-25 14:30:00,2026-04-12 00:00:00,,True,45.0,1654.89,False,False,SERVICE_NOT_DELIVERED,delivery issue,suspicious high-value payment disputed by customer.,OPEN,MEDIUM,APP
CBK0000142,TXN00017373,True,USR22644,True,MCH2266,True,,2026-03-17 00:00:00,2026-04-15 15:50:00,True,,4758.01,False,False,FRAUD_SUSPECTED,Fraud Suspected,Merchant service was not delivered after payment.,IN_PROGRESS,MEDIUM,EMAIL
CBK0000028,TXN00005785,True,USR15008,False,MCH4604,True,2026-02-03 15:28:00,2026-03-06 00:28:00,2026-03-28 00:00:00,True,30.0,222.95,False,False,DUPLICATE_DEBIT,charged twice,Payment made to unknown merchant as per cust statement.,CLOSED,MEDIUM,IVR
CBK0000090,TXN00018546,True,USR70795,False,MCH3992,False,2026-02-26 00:00:00,2026-02-23 00:00:00,2026-03-03 00:00:00,False,,7492.62,False,False,SERVICE_NOT_DELIVERED,item not received,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,CLOSED,HIGH,IVR
CBK0000644,TXN00007288,True,USR97139,False,MCH2822,False,2026-02-03 00:00:00,2026-02-06 00:00:00,2026-02-12 15:55:43,True,3.0,320.6,False,False,UNAUTHORIZED_TRANSACTION,not done by me,Suspicious high-value payment disputed by customer.,OPEN,LOW,BRANCH
CBK0000171,TXN00003032,True,USR85839,False,MCH4965,True,2026-02-02 06:26:00,2026-03-04 00:00:00,,True,29.0,988.93,False,False,SERVICE_NOT_DELIVERED,not delivered,User says UPI PIN was not entered by them.,REJECTED,HIGH,CHATBOT
CBK0002288,TXN00001620,True,USR79613,False,MCH2822,False,2026-03-07 00:00:00,2026-03-07 00:00:00,,True,0.0,650.47,False,False,DUPLICATE_DEBIT,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,CLOSED,HIGH,CHATBOT
CBK0000236,TXN00015982,True,USR78462,True,MCH5980,True,2026-02-19 02:15:55,2026-03-21 00:00:00,2026-04-14 00:00:00,True,29.0,3445.69,False,False,GENERAL_DISPUTE,dispute raised,Suspicious high-value payment disputed by customer.,OPEN,LOW,IVR
CBK0001256,TXN00012543,True,USR97472,True,MCH2266,True,2026-03-26 00:00:00,2026-03-29 00:00:00,2026-04-12 01:21:00,True,3.0,5621.9,True,False,DUPLICATE_DEBIT,Duplicate Debit,Payment made to unknown merchant as per customer statement. NA,CLOSED,LOW,CHATBOT
CBK0002263,TXN00017565,True,USR25091,False,MCH2757,True,2026-03-25 00:00:00,,2026-04-08 00:00:00,True,,3265.92,False,False,SERVICE_NOT_DELIVERED,not delivered,User claims account was compromised before transaction.,OPEN,MEDIUM,APP
CBK0000491,TXN00012981,True,USR53356,True,MCH3100,False,2026-02-28 00:00:00,2026-03-01 00:00:00,2026-03-09 00:00:00,True,1.0,1168.0,False,False,GENERAL_DISPUTE,no service,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,PENDING_BANK,HIGH,IVR
CBK0000790,TXN00010376,True,USR31294,True,MCH2721,False,2026-02-21 00:00:00,2026-02-21 00:00:00,,True,0.0,3789.0,False,False,AMOUNT_MISMATCH,Wrong Amount,suspicious high-value payment disputed by customer.,PENDING_BANK,MEDIUM,APP
CBK0002734,TXN00086247,False,USR30500,False,MCH9900,False,2026-01-02 00:00:00,2026-01-04 00:00:00,,True,2.0,1425.14,False,False,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,OPEN,HIGH,CHATBOT
CBK0000108,TXN00012720,True,USR63044,True,MCH3342,False,2026-01-03 07:04:00,2026-01-05 00:00:00,2026-01-05 00:00:00,True,1.0,1297.0,False,False,UNAUTHORIZED_TRANSACTION,UNAUTHORISED,User reports money deducted but merchant denies receiving payment.,RESOLVED,LOW,CHATBOT
CBK0000228,TXN00001207,True,USR43461,True,MCH2457,False,2026-02-10 00:00:00,2026-02-06 21:57:00,2026-02-17 21:57:00,False,,5779.34,False,False,ACCOUNT_TAKEOVER,ATO,Complaint received after multiple failed attempts.,REJECTED,MEDIUM,IVR
CBK0002532,TXN00014807,True,USR72152,False,MCH4189,False,2026-03-26 00:00:00,2026-03-30 00:00:00,2026-04-25 00:00:00,True,4.0,,False,True,FRAUD_SUSPECTED,Fraud Suspected,Customer says amount was debited twice.,IN_PROGRESS,CRITICAL,CHATBOT
CBK0000489,TXN00009790,True,USR14874,True,MCH3965,False,2026-02-24 00:00:00,2026-02-25 23:38:39,,True,1.0,1114.59,False,False,SERVICE_NOT_DELIVERED,merchant service issue,Customer says txn was not authorized.,RESOLVED,MEDIUM,CHATBOT
CBK0001085,TXN00007125,True,USR27848,False,MCH8555,True,2026-03-14 00:00:00,2026-03-16 00:00:00,,True,2.0,1467.82,False,False,GENERAL_DISPUTE,no service,user reports money deducted but merchant denies receiving payment.,IN_PROGRESS,CRITICAL,CHATBOT
CBK0002462,TXN00017340,True,USR67399,False,MCH8154,True,2026-02-10 00:00:00,2026-03-28 00:00:00,2026-04-17 00:00:00,True,46.0,1945.77,False,False,UNAUTHORIZED_TRANSACTION,unauthorized_transaction,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,PENDING_BANK,LOW,IVR
CBK0002197,TXN00006372,True,USR66647,True,MCH5779,False,2026-02-17 13:16:55,2026-02-21 00:00:00,,True,3.0,5763.76,False,False,UNAUTHORIZED_TRANSACTION,unauth txn,user reports money deducted but merchant denies receiving payment.,IN_PROGRESS,MEDIUM,CHATBOT
CBK0000814,TXN00017418,True,USR91623,True,MCH6810,False,,2026-01-03 02:57:39,2026-01-29 00:00:00,True,,1350.91,False,False,DUPLICATE_DEBIT,charged twice,Merchant service was not delivered after payment.,PENDING_BANK,LOW,EMAIL
CBK0001792,TXN00002522,True,USR78192,False,MCH5237,True,2026-01-23 04:37:11,2026-01-24 00:00:00,,True,0.0,877.59,False,False,SERVICE_NOT_DELIVERED,not delivered,User reports money deducted but merchant denies receiving payment. pls check asap,CLOSED,MEDIUM,IVR
CBK0001103,TXN00006537,True,USR64942,False,MCH8349,False,2026-02-25 00:00:00,2026-03-12 23:58:49,2026-03-21 23:58:00,True,15.0,418.0,False,False,GENERAL_DISPUTE,customer issue,User says UPI PIN was not entered by them.,PENDING_BANK,MEDIUM,IVR
CBK0000208,TXN00011412,True,USR90908,False,MCH1460,False,2026-01-05 00:00:00,,2026-02-04 00:00:00,True,,1142.95,False,False,SERVICE_NOT_DELIVERED,not delivered,User says UPI PIN was not entered by them.,REJECTED,LOW,IVR
CBK0002160,TXN00003789,True,USR91387,False,MCH3992,False,2026-03-09 00:00:00,2026-03-13 00:02:43,2026-03-31 00:00:00,True,4.0,1061.09,False,False,GENERAL_DISPUTE,complaint,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,PENDING_BANK,MEDIUM,CALL_CENTER
CBK0002355,TXN00010287,True,USR83793,False,MCH2036,False,2026-02-28 07:09:59,2026-03-03 00:00:00,,True,2.0,852.14,False,False,SERVICE_NOT_DELIVERED,item not received,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,RESOLVED,CRITICAL,CHATBOT
CBK0001555,TXN00010998,True,USR55626,False,MCH3270,True,2026-03-23 00:00:00,2026-03-23 23:29:00,2026-04-03 00:00:00,True,0.0,1074.0,False,False,UNAUTHORIZED_TRANSACTION,unauth txn,Merchant service was not delivered after payment. NA,CLOSED,CRITICAL,CALL_CENTER
CBK0000947,TXN00013726,True,USR83095,True,MCH5410,True,2026-03-28 00:00:00,2026-03-29 11:05:48,,True,1.0,6019.31,False,False,DUPLICATE_DEBIT,double debit,suspicious high-value payment disputed by customer.,IN_PROGRESS,HIGH,BRANCH
CBK0002261,TXN00000527,True,USR82246,False,MCH6318,False,2026-01-18 00:00:00,2026-01-20 00:00:00,2026-01-29 03:15:21,True,2.0,3784.42,False,False,DUPLICATE_DEBIT,charged twice,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,LOW,BRANCH
CBK0001921,TXN00018097,True,USR29054,False,MCH8796,False,,2026-02-27 00:00:00,2026-03-03 02:06:00,True,,2522.66,False,False,SERVICE_NOT_DELIVERED,delivery issue,Complaint received after multiple failed attempts.,CLOSED,HIGH,IVR
CBK0000150,TXN00004153,True,USR21449,False,MCH8072,False,2026-03-21 00:00:00,2026-03-22 00:00:00,2026-03-24 09:18:00,True,1.0,3630.27,False,False,FRAUD_SUSPECTED,FRAUD,Suspicious high-value payment disputed by customer.,IN_PROGRESS,HIGH,APP
CBK0001255,,False,USR63146,False,MCH9614,False,2026-02-21 00:00:00,2026-02-27 00:00:00,2026-02-27 00:00:00,True,6.0,1677.54,False,False,SERVICE_NOT_DELIVERED,Merchant Not Delivered,Customer says transaction was not authorized.,IN_PROGRESS,LOW,CHATBOT
CBK0002165,TXN00011788,True,USR69706,True,MCH3368,False,2026-01-04 00:00:00,2026-01-07 00:00:00,2026-01-16 00:00:00,True,3.0,4428.67,False,False,DUPLICATE_DEBIT,Duplicate Debit,Customer says amount was debited twice. details missing,REJECTED,LOW,IVR
CBK0001143,TXN00010812,True,USR29995,False,MCH2068,False,2026-02-11 00:00:00,2026-02-13 00:00:00,2026-03-14 00:00:00,True,2.0,752.91,True,False,DUPLICATE_DEBIT,Duplicate Debit,User says UPI PIN was not entered by them.,PENDING_BANK,LOW,CHATBOT
CBK0001369,TXN00016708,True,USR40818,True,MCH6534,False,,,2026-02-27 00:00:00,True,,2567.69,False,False,FRAUD_SUSPECTED,Fraud Suspected,Customer says amount was debited twice.,PENDING_BANK,MEDIUM,IVR
CBK0001216,TXN00002147,True,USR51748,False,MCH7793,False,2026-01-25 00:00:00,2026-01-28 00:00:00,,True,3.0,1064.06,False,False,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,Complaint received after multiple failed attempts.,REJECTED,HIGH,BRANCH
CBK0000495,TXN00010199,True,USR31808,False,MCH4590,False,2026-01-17 00:00:00,2026-01-27 00:00:00,2026-02-07 00:00:00,True,10.0,3450.0,False,False,GENERAL_DISPUTE,no service,Customer says transaction was not authorized.,IN_PROGRESS,HIGH,IVR
CBK0002274,TXN00008466,True,USR84517,True,MCH6508,True,2026-01-21 00:00:00,2026-01-23 00:00:00,,True,2.0,494.63,False,False,FRAUD_SUSPECTED,suspicious transaction,user claims account was compromised before transaction.,PENDING_BANK,MEDIUM,IVR
CBK0000001,TXN00000797,True,USR85565,True,MCH8779,True,2026-02-04 20:55:03,2026-02-03 00:00:00,2026-02-13 00:00:00,False,,1020.66,False,False,SERVICE_NOT_DELIVERED,service failed,Suspicious high-value payment disputed by customer. details missing,RESOLVED,LOW,EMAIL
CBK0000101,TXN00010812,True,USR81116,True,MCH4055,True,,2026-04-04 00:00:00,2026-04-05 00:00:00,True,,3506.0,False,False,DUPLICATE_DEBIT,double debit,payment made to unknown merchant as per customer statement.,IN_PROGRESS,LOW,CHATBOT
CBK0001075,TXN00013358,True,USR12571,False,MCH7477,False,,2026-02-27 00:00:00,2026-03-16 00:00:00,True,,2097.39,False,False,SERVICE_NOT_DELIVERED,item not received,Customer says transaction was not authorized.,REJECTED,LOW,CHATBOT
CBK0000412,TXN00007488,True,USR50260,True,MCH1591,True,2026-01-14 05:30:00,2026-02-13 00:00:00,2026-02-19 00:00:00,True,29.0,384.26,False,False,AMOUNT_MISMATCH,Wrong Amount,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,PENDING_BANK,HIGH,IVR
CBK0001587,TXN00016352,True,USR29556,True,MCH9289,True,2026-01-14 00:00:00,2026-01-18 00:00:00,2026-01-18 00:00:00,True,4.0,6616.61,False,False,GENERAL_DISPUTE,no service,Complaint received after multiple failed attempts.,OPEN,MEDIUM,CHATBOT
CBK0001232,TXN00009374,True,USR51626,False,MCH6929,False,2026-01-03 00:00:00,2026-01-06 09:58:50,2026-01-28 00:00:00,True,3.0,,False,True,DUPLICATE_DEBIT,double debit,User says UPI PIN was not entered by them.,REJECTED,LOW,IVR
CBK0000381,TXN00014178,True,USR27107,True,MCH3113,False,2026-01-05 17:14:00,2026-01-11 00:00:00,2026-01-27 00:00:00,True,5.0,431.5,False,False,DUPLICATE_DEBIT,charged twice,customer says transaction was not authorized.,REJECTED,LOW,IVR
CBK0002726,TXN00003733,True,USR34851,True,MCH8714,True,2026-01-10 00:00:00,2026-01-12 06:21:00,2026-02-09 00:00:00,True,2.0,,False,True,FRAUD_SUSPECTED,fraud,Customer says amount was debited twice.,REJECTED,LOW,CHATBOT
CBK0000805,TXN00009314,True,USR13620,False,MCH3239,False,2026-01-21 00:00:00,2026-01-24 00:00:00,,True,3.0,766.0,False,False,GENERAL_DISPUTE,Customer Dispute,User says UPI PIN was not entered by them.,IN_PROGRESS,LOW,EMAIL
CBK0000901,TXN00012155,True,USR12240,False,MCH4226,False,2026-02-27 00:00:00,2026-03-04 15:39:00,2026-03-12 15:39:05,True,5.0,348.42,False,False,GENERAL_DISPUTE,complaint,Customer says amount was debited twice.,IN_PROGRESS,MEDIUM,APP
CBK0002226,TXN00005923,True,USR15487,True,MCH2547,False,2026-01-26 00:00:00,2026-02-06 03:51:00,2026-02-20 00:00:00,True,11.0,1759.97,False,False,UNAUTHORIZED_TRANSACTION,not done by me,Customer says transaction was not authorized.,RESOLVED,MEDIUM,EMAIL
CBK0000630,TXN00019233,True,USR41212,True,MCH3129,True,2026-03-01 00:00:00,2026-03-08 15:33:27,2026-03-28 00:00:00,True,7.0,1007.91,False,False,FRAUD_SUSPECTED,FRAUD,User reports money deducted but merchant denies receiving payment.,REJECTED,LOW,EMAIL
CBK0000965,TXN00009897,True,USR16439,False,MCH2212,True,2026-01-11 00:00:00,2026-01-12 00:00:00,2026-01-14 00:00:00,True,1.0,1827.19,False,False,AMOUNT_MISMATCH,amount mismatch,User claims account was compromised before transaction.,REJECTED,HIGH,CALL_CENTER
CBK0001952,TXN00013367,True,USR59329,False,MCH3526,False,2026-01-08 00:00:00,2026-01-11 00:00:00,2026-01-20 01:50:10,True,3.0,18514.67,False,False,FRAUD_SUSPECTED,FRAUD,User claims account was compromised before transaction.,IN_PROGRESS,LOW,EMAIL
CBK0001962,TXN00008141,True,USR88930,False,MCH5655,False,2026-01-21 00:00:00,2026-01-27 00:00:00,2026-02-06 06:00:00,True,6.0,4306.86,False,False,FRAUD_SUSPECTED,FRAUD,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,MEDIUM,APP
CBK0000785,TXN00012403,True,USR98061,False,MCH9923,False,2026-03-24 00:00:00,2026-03-29 08:53:42,2026-03-29 00:00:00,False,,,False,True,GENERAL_DISPUTE,complaint,User claims account was compromised before transaction. details missing,PENDING_BANK,CRITICAL,BRANCH
CBK0000492,TXN00008504,True,USR51736,True,MCH8181,True,2026-01-12 00:00:00,2026-01-15 03:05:53,,True,3.0,303.99,False,False,DUPLICATE_DEBIT,double debit,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,LOW,IVR
CBK0001072,TXN00006554,True,USR20930,True,MCH7833,True,2026-01-11 00:00:00,2026-02-11 00:00:00,2026-03-04 00:59:16,True,31.0,4172.97,False,False,SERVICE_NOT_DELIVERED,Service Not Provided,merchant service was not delivered after payment.,IN_PROGRESS,MEDIUM,EMAIL
CBK0002427,TXN00003973,True,USR79707,True,MCH2266,True,,2026-03-23 01:55:27,2026-04-14 01:55:27,True,,2121.87,False,False,AMOUNT_MISMATCH,amount mismatch,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,PENDING_BANK,LOW,EMAIL
CBK0000433,TXN00046623,False,USR96958,False,MCH2105,True,2026-03-03 11:55:57,2026-03-05 12:55:00,,True,2.0,6432.0,False,False,FRAUD_SUSPECTED,suspicious transaction,User claims account was compromised before transaction.,OPEN,HIGH,CHATBOT
CBK0001685,TXN00009635,True,USR26009,False,MCH8203,True,2026-01-29 11:05:25,2026-02-13 00:00:00,2026-02-13 00:00:00,True,14.0,1538.91,False,False,DUPLICATE_DEBIT,double debit,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,PENDING_BANK,LOW,CHATBOT
CBK0001581,TXN00096928,False,USR33856,False,MCH8779,True,2026-01-06 00:00:00,2026-01-08 02:03:43,2026-01-20 00:00:00,True,2.0,2456.94,False,False,GENERAL_DISPUTE,dispute raised,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,LOW,CALL_CENTER
CBK0002730,TXN00004070,True,USR84719,True,MCH4590,False,2026-02-15 00:00:00,2026-02-16 00:00:00,2026-02-26 00:00:00,True,1.0,3047.23,False,False,ACCOUNT_TAKEOVER,Account Takeover,Complaint received after multiple failed attempts.,PENDING_BANK,MEDIUM,CHATBOT
CBK0000523,TXN00014885,True,USR52281,False,MCH1833,True,2026-01-16 00:00:00,2026-01-26 00:00:00,2026-02-10 00:00:00,True,10.0,573.0,False,False,GENERAL_DISPUTE,dispute raised,Complaint received after multiple failed attempts.,IN_PROGRESS,HIGH,CHATBOT
CBK0000301,TXN00016908,True,USR68915,False,MCH4590,False,,2026-03-26 00:00:00,2026-03-29 02:20:18,True,,2938.45,False,False,ACCOUNT_TAKEOVER,Account Takeover,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,LOW,APP
CBK0000742,TXN00007076,True,USR36630,True,MCH5264,False,2026-02-26 00:00:00,2026-02-28 00:00:00,2026-03-23 11:58:36,True,2.0,533.33,False,False,SERVICE_NOT_DELIVERED,service failed,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,MEDIUM,APP
CBK0002215,TXN00007143,True,USR62254,True,MCH6359,True,,2026-01-29 00:00:00,2026-02-28 00:00:00,True,,2415.01,True,False,GENERAL_DISPUTE,dispute raised,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,MEDIUM,APP
CBK0000062,TXN00012210,True,USR39698,False,MCH5302,False,2026-01-22 10:10:40,2026-01-25 00:00:00,,True,2.0,1467.32,False,False,AMOUNT_MISMATCH,extra amount deducted,Customer says amount was debited twice.,CLOSED,HIGH,IVR
CBK0002222,TXN00017740,True,USR92520,False,MCH5264,False,2026-02-18 17:42:00,2026-02-19 04:42:00,2026-02-20 04:42:36,True,0.0,2328.0,False,False,SERVICE_NOT_DELIVERED,service failed,User claims account was compromised before transaction.,IN_PROGRESS,MEDIUM,CHATBOT
